time	normalized_intensity	sd	region
76	0.970371671211566	0.0299988653440962	Bleached
77	0.964847021660304	0.0273633609437807	Bleached
78	0.965569288445578	0.0257562240530771	Bleached
79	0.955296805747728	0.0249336223325599	Bleached
80	0.96396580306006	0.0271914401640673	Bleached
81	0.960202000552815	0.0336316447247955	Bleached
82	0.958535534741141	0.0200258037911234	Bleached
83	0.945528757944526	0.0223646444934274	Bleached
84	0.968943904693789	0.045538919386900203	Bleached
85	0.97093555822451	0.0442588686148642	Bleached
86	0.964560068094559	0.0168354423104963	Bleached
87	0.95691514126533	0.0274668822894688	Bleached
88	0.979925124972279	0.0379578948831924	Bleached
89	0.981188421905385	0.0308316628695813	Bleached
90	0.967803228004182	0.00864086654634362	Bleached
91	0.975361917036711	0.0335865539840026	Bleached
92	0.965269031126371	0.0297838162359653	Bleached
93	0.969676923822655	0.0220067548881194	Bleached
94	0.977708198725349	0.0225298871784785	Bleached
95	0.966888172636917	0.0146002225494955	Bleached
96	0.973819838133862	0.0205510223771559	Bleached
0	1.2792154523029	0.0809869394442294	Un-bleached
1	1.25788102817565	0.0936464992394238	Un-bleached
2	1.25866519643879	0.0821397779619451	Un-bleached
3	1.22787406226334	0.0534174281860043	Un-bleached
4	1.19104895983491	0.0756201841337959	Un-bleached
5	1.19927291390277	0.0861397258681428	Un-bleached
6	1.17759107309191	0.0782876203391437	Un-bleached
7	1.15967828205561	0.0536293160383736	Un-bleached
8	1.16469698855034	0.0548225053505694	Un-bleached
9	1.14585702656746	0.094186138362792	Un-bleached
10	1.14350066072322	0.0606017170881396	Un-bleached
11	1.14835937644629	0.0537687901639156	Un-bleached
12	1.12673806108617	0.0649196891086571	Un-bleached
13	1.14693417211035	0.0923397247498155	Un-bleached
14	1.12033516242792	0.0843267191788431	Un-bleached
15	1.11075327138224	0.0336356004758001	Un-bleached
16	1.10717956588848	0.0582969675373434	Un-bleached
17	1.10742273999473	0.0713757207833573	Un-bleached
18	1.10369907613254	0.0427081752544527	Un-bleached
19	1.0890205813237	0.0277230139446991	Un-bleached
20	1.07539963616634	0.0450666763822722	Un-bleached
21	1.09684603227012	0.0290729212837434	Un-bleached
22	1.09118867590016	0.0388478324009468	Un-bleached
23	1.11758636237989	0.0423858179673584	Un-bleached
24	1.06121301915098	0.0202720557376392	Un-bleached
25	1.09758203746419	0.0446364483121543	Un-bleached
26	1.08764107676504	0.0619835112215936	Un-bleached
27	1.06429893879286	0.0562923241005658	Un-bleached
28	1.07188558292889	0.0229668766812663	Un-bleached
29	1.05873290385253	0.0356606343584871	Un-bleached
30	1.05895722646192	0.0294128497740011	Un-bleached
31	1.06063123711988	0.0703937334209306	Un-bleached
32	1.06403895625031	0.0267734030102705	Un-bleached
33	1.01933877714294	0.0331308921472558	Un-bleached
34	1.04138032437835	0.0445590317590989	Un-bleached
35	1.06566520578106	0.0269929720288643	Un-bleached
36	1.0677431662262	0.0548380929523011	Un-bleached
37	1.04951569283904	0.0661150178103626	Un-bleached
38	1.0455937972957	0.0615085823355232	Un-bleached
39	1.04815952475464	0.0420520396984132	Un-bleached
40	1.06466756777792	0.0615855246709057	Un-bleached
41	1.04021265248795	0.0663772466558268	Un-bleached
42	1.04297439972053	0.059937687878864	Un-bleached
43	1.04033013004983	0.0523037049291961	Un-bleached
44	1.04158928096557	0.0486961178106038	Un-bleached
45	1.04182433743143	0.0618585512081119	Un-bleached
46	1.05744919250642	0.0426315483409504	Un-bleached
47	1.04083957915358	0.0482830367473668	Un-bleached
48	1.04751913708547	0.0413262267540412	Un-bleached
49	1.02543333570334	0.0358414788026041	Un-bleached
50	1.03632611818306	0.0316575772374116	Un-bleached
51	1.03097385865025	0.0542120384331528	Un-bleached
52	1.02269905742441	0.0391437407295906	Un-bleached
53	1.02134468280368	0.043956044160737	Un-bleached
54	1.02244019050117	0.0425499796581146	Un-bleached
55	1.02744437793921	0.0468057128873294	Un-bleached
56	1.02277131273375	0.0287120952657362	Un-bleached
57	1.03896813956481	0.0537587834302704	Un-bleached
58	1.04145725556017	0.0179626404543673	Un-bleached
59	1.03029004295944	0.0376113017632237	Un-bleached
60	1.02722891138194	0.0663601431171301	Un-bleached
61	1.00657410195897	0.0444765746191177	Un-bleached
62	1.03488538192094	0.0492549402951286	Un-bleached
63	1.03467396281009	0.0484963559781471	Un-bleached
64	1.04841123613233	0.0801313379203125	Un-bleached
65	1.01738753415407	0.0526575684684834	Un-bleached
66	1.03940004940474	0.0164760138122273	Un-bleached
67	1.03639458160009	0.0328197937276524	Un-bleached
68	1.01316009686957	0.0404806482819923	Un-bleached
69	1.01107143905393	0.0506126953308979	Un-bleached
70	1.00824578702433	0.0277884402210877	Un-bleached
71	1.02628908011037	0.0615639850009992	Un-bleached
72	1.0179189840998	0.0321976494735878	Un-bleached
73	1.02791107125782	0.0546086881448086	Un-bleached
74	1.02508494680304	0.0358990198745524	Un-bleached
75	1.01583995172516	0.0352963436153437	Un-bleached
76	1.03071244185381	0.0455036850596276	Un-bleached
77	1.01717068324311	0.0528997345842952	Un-bleached
78	1.00768671527441	0.0538604987741733	Un-bleached
79	1.04184961342228	0.0736501471429007	Un-bleached
80	0.980998519818277	0.0334995827161132	Un-bleached
81	1.0325529580612	0.072449703081837	Un-bleached
82	0.99845917141283	0.0512526225760336	Un-bleached
83	1.00286379038066	0.053894430446601	Un-bleached
84	1.00003606937076	0.0316184095625496	Un-bleached
85	1.00431283984784	0.0444918842799143	Un-bleached
86	0.995343480290469	0.0681602725734881	Un-bleached
87	1.01942724264196	0.0393881918507205	Un-bleached
88	1.01462356090253	0.0464451521204171	Un-bleached
89	0.981533116572425	0.0547406212148609	Un-bleached
90	0.999868470149318	0.0493616276591344	Un-bleached
91	1.0096634420123	0.066870281788459	Un-bleached
92	1.01271934600704	0.0703207005953954	Un-bleached
93	0.99693947843561	0.059324084970586	Un-bleached
94	1.01519038822312	0.0541211059947243	Un-bleached
95	1.00331084504883	0.0759145760480613	Un-bleached
96	1.01076690424506	0.0629115447794221	Un-bleached
